roduid,lifespan,FAILURETYPE,H2S_CONCENTRATION,PrimarySetpoint,SecondarySetpoint,StrokeLength,GrossStrokeLength,Fillage,bha_configuration,max_unguided_dls,dls_high_in_hole,gas_anchor_length,MAX_INCLINATION,manual_scale,packer_vs_tac,AVG_PRESS_FLOWLINE,AVG_PRESSURE_TUBING,AVG_PRESSURE_CASING,AVG_OIL_VOLUME,AVG_WATER_VOLUME,AVG_LIQUID_VOLUME,rod_sinker_type,rod_has_guides,rod_make,rod_apigrade,ROUTE,overall_max_sideload,shallow_max_sideload,max_unguided_sideload,DESANDDEGAS_TYP,NIPPLE_SET_DEPTH,pump_bore
GB15ZXFR40131826940720,431.5,Rods,0.0,75.0,60.0,168.0,128.46452526336,77.3944396972656,PACKER_DONNAN,2.61,2.6,20.73,5.22,N,arrowset,60.363514,82.000727,84.025317,49.588764000000005,49.588764000000005,99.17752800000001,SLICK_SINKER_BARS,True,strategize next-generation users,SpecialService,872,464.37,464.37,464.37,UNKNOWN,9658.3,1.75
GB30OZPX07439885436477,407.7708333333333,Sucker Rod Pump,325.0,50.0,65.0,166.182710624035,180.262138341684,99.62857055664058,PACKER_DONNAN,0.58,2.86,17.15,14.52,N,hornet,60.543125,308.545748,14.320649,187.625581,203.74651200000002,391.372093,SUCKER_RODS_W_GUIDES,True,mesh enterprise portals,SpecialService,903,319.64,309.71,1.45,Miller LLC,7994.9,2
GB98KTNK34860170430736,768.1458333333334,Tubing,0.0,75.0,60.0,144.199996948242,138.085311889648,83.0,PACKER_DONNAN,1.7,0.82,20.73,3.16,N,arrowset,51.687134,131.54261,61.583994999999994,27.70644,13.964216,41.670656,SLICK_SINKER_BARS,False,strategize next-generation users,D,871,74.1,74.1,74.1,Miller LLC,10642.5,1.25
GB47SWUH37136038762653,672.9479166666666,Rods,7.0,75.0,60.0,144.0,90.5441821209796,81.5999984741211,TAC_BELOW_NIP,5.895073,5.8950730886528495,17.17,1.86,N,OTHER_ANCHOR,50.380089,73.16771899999999,108.91016299999998,41.960027000000004,20.069822,62.029849,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,885,139.42,75.4,139.42,UNKNOWN,9890.8,1.75
GB13FHJZ20621097402142,16.708333333333332,Sucker Rod Pump,0.0,75.0,60.0,144.0,141.803735351562,89.0,TAC_BELOW_NIP,2.9635916,2.88585037559847,0.0,5.57,N,OTHER_ANCHOR,35.752308,50.68375,32.215882,21.555556,21.333333,42.888889,SINKER_BARS_W_GUIDED_SUBS,True,strategize next-generation users,SpecialService,874,310.04,310.04,150.97,UNKNOWN,9576.4,1.75
GB89AGTV33008501053629,416.3326388888889,Tubing,0.0,76.0,65.0,144.039993286132,133.578791716837,90.19999694824209,TAC_BELOW_NIP,1.0875084,0.7407849644723259,17.51,5.59,N,OTHER_ANCHOR,63.509977,73.623839,92.699655,102.47716899999999,56.57305899999999,159.050228,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,882,244.95,244.95,244.95,UNKNOWN,9977.2,1.5
GB69ZGKY90066538687524,307.875,Tubing,0.0,75.0,60.0,144.0,133.32883207825398,0.0,TAC_BELOW_NIP,1.3075753,3.4608001184529003,17.15,14.37,N,OTHER_ANCHOR,57.930836,76.472773,92.863385,76.55690200000001,24.540828,101.09773,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,883,300.04,300.04,89.53,Miller LLC,10077.0,1.75
GB45CSQQ93158010546143,377.96875,Tubing,0.0,75.0,60.0,144.0,123.258040262858,89.5692291259765,TAC_BELOW_NIP,2.7272727000000003,2.7272727272728394,17.19,3.85,N,OTHER_ANCHOR,46.689506,61.211149,92.70992700000001,74.386861,22.296837,96.68369799999999,SLICK_SINKER_BARS,False,mesh enterprise portals,D,875,135.14,135.14,135.14,Miller LLC,9230.8,1.5
GB95VPEZ27794820909268,483.5208333333333,Rods,0.0,75.0,65.0,169.429992675781,109.376138242085,70.34999847412111,TAC_BELOW_NIP,1.6147976000000002,2.7988505113921,17.13,8.43,N,slimline,70.901893,70.77656400000001,93.680403,100.881013,24.087801000000002,124.96881499999999,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,882,241.46,241.46,134.07,Miller LLC,9958.5,1.75
GB58RXPL29320150096482,310.6041666666667,Tubing,0.0,75.0,60.0,169.429992675781,181.570819854736,53.2999992370605,TAC_BELOW_NIP,2.43,1.19,19.43,2.1,N,OTHER_ANCHOR,61.212814,71.97841,70.240199,109.86261999999999,42.658147,152.520767,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,882,151.92,130.4,151.92,UNKNOWN,10006.2,1.75
GB15CXSE61997342718731,149.875,Tubing,0.0,75.0,60.0,169.429992675781,140.304095087824,97.5699996948242,TAC_BELOW_NIP,1.8,2.35,17.17,2.24,N,OTHER_ANCHOR,67.7625,81.806781,87.672466,94.171053,79.480263,173.65131599999998,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,873,227.52,227.52,128.48,Miller LLC,9613.0,1.5
GB28ULKB03033042931850,712.625,Sucker Rod Pump,0.0,70.0,0.0,144.0,157.86701220344,99.00763702392571,TAC_ABOVE_NIP,1.5925926000000001,1.59259259259165,19.24,1.62,Y,OTHER_ANCHOR,12.775885,21.304883,20.103111,3.5612809999999997,0.47632299999999994,4.037604,SLICK_SINKER_BARS,False,mesh enterprise portals,D,867,367.84,367.84,367.84,UNKNOWN,9144.7,1.5
GB53XCJN61963027801166,131.97916666666666,Sucker Rod Pump,0.0,70.0,65.0,168.259994506835,178.621394697442,99.69999694824209,NOSEP_PACKER,3.52,1.89,0.0,6.09,N,hornet,117.17496200000001,218.28736400000003,147.449804,319.348485,224.28030299999998,543.628788,UNKNOWN,False,mesh enterprise portals,SpecialService,884,246.33,236.82,246.33,Bender-King,9783.9,2
GB36JSOL68432103167782,513.78125,Rods,0.0,75.0,60.0,169.399993896484,140.424414803,93.5999984741211,TAC_BELOW_NIP,1.7413151000000002,1.74131511235021,0.0,4.27,N,OTHER_ANCHOR,65.97175,107.322419,102.368495,76.467321,66.494875,142.962196,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,901,326.39,150.48,150.48,Bender-King,10193.4,1.5
GB20NGOL31942745001095,759.06875,Tubing,0.0,75.0,60.0,137.806451612903,152.0,87.04364013671871,TAC_ABOVE_NIP,2.7833333,2.78333333333317,19.28,2.2,N,OTHER_ANCHOR,51.565754,79.658874,144.053217,140.7597,28.699625,169.459324,SLICK_SINKER_BARS,False,mesh enterprise portals,D,875,266.66,266.66,266.66,UNKNOWN,9486.5,1.75
GB69QTJQ26827920424923,309.5,Tubing,0.0,75.0,60.0,169.399993896484,123.165810874014,86.4000015258789,PACKER_DONNAN,2.5454404,3.7863763585590497,20.73,6.89,N,arrowset,58.86680500000001,96.259522,85.655208,74.21195300000001,49.234083,123.446036,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,883,432.35,432.35,116.55,UNKNOWN,10031.9,1.75
GB42YZTH82318376027609,358.875,Tubing,0.0,75.0,60.0,169.429992675781,151.353339464236,97.9000015258789,TAC_BELOW_NIP,2.31,2.31,17.11,7.3,N,OTHER_ANCHOR,101.341369,148.411982,142.113463,95.756777,192.58977,288.34654700000004,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,901,244.83,244.83,244.83,Miller LLC,9771.7,2
GB82GADU62971018959028,627.375,Tubing,0.0,75.0,60.0,144.0,130.72791985103,88.6354827880859,TAC_ABOVE_NIP,2.165867,2.16586718716478,19.23,2.0,N,OTHER_ANCHOR,64.365076,69.672799,129.899361,101.69767399999999,34.745736,136.443411,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,885,148.5,148.5,148.5,UNKNOWN,10017.4,1.75
GB95TCJL44883651895297,345.0833333333333,Rods,0.0,90.0,65.0,144.0,111.11019166458401,84.93333435058591,PACKER_TAC_DONNAN,2.7434857000000004,0.512953212027871,19.22,4.68,N,OTHER_PACKER,55.956036,76.062,68.304987,23.283866,38.174046000000004,61.457912,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,886,296.91,247.45,296.91,Miller LLC,9640.4,1.75
GB52XOOU89813133764286,106.75,Rods,0.0,80.0,65.0,169.399993896484,117.98839834462,92.5999984741211,PACKER_DONNAN,2.6536713,1.84314904491747,20.73,6.76,N,arrowset,64.292243,73.343645,69.992264,70.34523399999999,64.758505,135.103738,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,883,184.8,184.8,184.8,UNKNOWN,10115.1,1.75
GB34YAZO91308321764609,249.125,Tubing,0.0,75.0,60.0,144.03967205491801,115.891189647511,74.0222244262695,TAC_ABOVE_NIP,2.1578912999999997,1.32509020636519,17.13,1.72,Y,OTHER_ANCHOR,69.821279,124.511362,148.319252,169.197674,42.127907,211.325581,SINKER_BARS_W_GUIDED_SUBS,False,mesh enterprise portals,SpecialService,886,138.98,123.25,138.98,Miller LLC,9672.6,1.75
GB05JYUF46697650700883,356.09375,Tubing,0.0,75.0,65.0,162.956670897737,167.656783661856,90.19999694824209,TAC_BELOW_NIP,3.39,0.86,20.04,7.9,N,OTHER_ANCHOR,74.911437,117.010623,248.732205,334.230749,132.090956,466.321705,SUCKER_RODS_W_GUIDES,False,mesh enterprise portals,D,881,140.05,81.93,140.05,Bender-King,9515.4,2
GB86PSIL02785235908143,849.4166666666666,Sucker Rod Pump,0.0,50.0,60.0,168.0,128.42568083543,99.19999694824209,TAC_BELOW_NIP,0.0,0.0,17.15,0.0,Y,OTHER_ANCHOR,13.803771,12.391094,8.149975999999999,1.646441,6.079347,7.7257880000000005,SUCKER_RODS_W_GUIDES,False,mesh enterprise portals,SpecialService,872,160.97,154.63,160.97,Miller LLC,9580.3,2
GB15WNIS12468374086256,259.1666666666667,Tubing,0.0,75.0,60.0,144.039993286132,121.211851021339,70.3565216064453,TAC_BELOW_NIP,0.66192216,0.661922152860054,0.0,5.34,N,OTHER_ANCHOR,62.205412,82.234599,125.70982099999999,111.322581,62.77060899999999,174.09319,SLICK_SINKER_BARS,False,mesh enterprise portals,D,882,131.37,131.37,131.37,UNKNOWN,10036.9,1.75
GB61PIHE05236411668473,157.08333333333334,Sucker Rod Pump,0.0,75.0,60.0,144.0,144.112548828125,89.9444427490234,TAC_ABOVE_NIP,2.78,4.33,19.25,5.03,Y,OTHER_ANCHOR,63.39566899999999,72.780764,157.75949,124.34591200000001,48.987421000000005,173.333333,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,886,403.31,403.31,187.33,Miller LLC,9654.2,1.5
GB02ADOP81157651373210,416.5625,Rods,0.0,75.0,60.0,144.0,115.93418018742099,95.7799987792968,TAC_ABOVE_NIP,1.59,0.76,19.5,2.55,Y,OTHER_ANCHOR,53.499247,67.901678,84.369222,62.787670999999996,56.885844999999996,119.67351599999999,SUCKER_RODS_W_GUIDES,False,mesh enterprise portals,SpecialService,901,74.99,70.93,74.99,Miller LLC,10410.6,1.5
GB84IUGL93384799958364,197.00069444444443,Tubing,11.0,70.0,60.0,144.039993286132,105.18180652965201,79.3000030517578,TAC_ABOVE_NIP,0.6713431,2.37078678764038,19.25,5.01,N,OTHER_ANCHOR,43.196734,75.09956899999999,72.26904499999999,72.12640400000001,64.542857,136.669261,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,885,239.57,239.57,80.61,UNKNOWN,8998.6,2
GB61BFNH64244114237334,211.42708333333334,Tubing,0.0,75.0,60.0,144.0,158.019808012863,82.26153564453121,TAC_BELOW_NIP,1.82,1.82,19.24,2.37,N,OTHER_ANCHOR,40.873129999999996,81.50615400000001,95.409077,70.520548,36.6621,107.182648,SLICK_SINKER_BARS,False,strategize next-generation users,D,872,67.24,55.71,67.24,Miller LLC,10053.3,1.75
GB47NLXD09551991893198,817.9618055555555,Tubing,0.0,75.0,60.0,168.0,170.709393819173,80.69999694824209,TAC_ABOVE_NIP,2.2161858,2.21618586897985,17.2,3.36,N,OTHER_ANCHOR,56.904233,117.03353999999999,162.066316,99.791762,39.535469,139.327231,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,883,243.62,243.62,243.62,Miller LLC,10097.5,1.75
GB31WQYF39579762984605,357.1659722222222,Rods,0.0,75.0,60.0,169.820007324218,125.28510039086399,67.6069412231445,TAC_BELOW_NIP,1.94,1.94,17.07,1.93,N,OTHER_ANCHOR,53.650293999999995,57.077705,65.991568,60.44385,45.903743,106.347594,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,872,161.01,161.01,161.01,UNKNOWN,9627.6,1.75
GB17COCN01211624512037,485.5208333333333,Tubing,0.0,75.0,60.0,144.0,99.71777832654051,83.7521743774414,TAC_BELOW_NIP,1.7423031000000002,2.7130020793938194,17.15,3.43,N,OTHER_ANCHOR,58.945721999999996,94.39879,81.223681,90.190388,22.722735999999998,112.913124,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,883,252.69,252.69,179.64,Miller LLC,9995.5,1.75
GB94QABQ75927494166823,1383.9895833333333,Tubing,0.0,75.0,60.0,143.699996948242,145.45266516963102,99.3384628295898,TAC_ABOVE_NIP,1.4752623,0.6534971775368299,19.23,1.9,N,OTHER_ANCHOR,58.877297,109.713054,88.326155,50.440853000000004,74.4663,124.90715300000001,SLICK_SINKER_BARS,False,strategize next-generation users,D,900,69.83,69.83,69.83,Miller LLC,10090.0,1.5
GB14OAHF45845752798479,482.2916666666667,Tubing,0.0,75.0,60.0,144.039993286132,150.654239156087,93.5,PACKER_DONNAN,2.7833333,2.78333333333317,2.95,2.2,N,OTHER_PACKER,48.96204,64.601051,56.597632,51.299557,8.279175,59.578731999999995,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,D,875,208.47,208.47,208.47,Miller LLC,9388.5,1.75
GB11NLGS45410244358354,1237.4583333333333,Sucker Rod Pump,0.0,70.0,0.0,144.0,121.939919236711,69.50454711914061,TAC_BELOW_NIP,2.22,2.22,19.24,3.8,N,OTHER_ANCHOR,54.722393999999994,62.09794,79.274973,40.733874,14.730784,55.465028000000004,SLICK_SINKER_BARS,False,mesh enterprise portals,D,882,245.71,245.71,245.71,Miller LLC,10123.2,1.75
GB70LJFD72012565046447,584.4791666666666,Tubing,0.0,75.0,60.0,144.0,158.23379298618798,83.66666412353509,TAC_ABOVE_NIP,1.7628211999999999,1.7628211719383502,17.23,7.03,N,OTHER_ANCHOR,44.735743,75.500262,101.65413000000001,96.227425,30.041806,126.269231,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,883,194.96,194.96,194.96,Miller LLC,10202.6,1.75
GB82OYIP64953138164828,714.0625,Tubing,0.0,80.0,65.0,144.039993286132,120.398965766392,80.8958358764648,TAC_BELOW_NIP,1.51,1.51,19.23,1.75,N,OTHER_ANCHOR,47.210972999999996,147.30240700000002,108.34178,64.63410999999999,30.350406,94.984516,SLICK_SINKER_BARS,False,strategize next-generation users,D,871,145.53,145.53,145.53,Miller LLC,9842.6,1.75
GB16YAQH04831780990782,855.4583333333334,Tubing,0.0,75.0,60.0,144.0,111.501571486977,72.19999694824209,PACKER_DONNAN,4.003439,3.4608001184529003,20.72,14.37,N,arrowset,65.498956,91.778976,90.872372,133.45666699999998,35.182221999999996,168.63888899999998,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,883,298.3,298.3,298.3,UNKNOWN,10073.4,1.75
GB13RRHR82242964480809,165.41666666666666,Sucker Rod Pump,0.0,75.0,65.0,144.198792147349,84.7344727179943,78.3000030517578,PACKER_DONNAN,1.4633524,0.671000382058369,20.73,2.0,N,arrowset,7.480142999999999,61.426429000000006,144.161,50.0,15.958332999999998,65.958333,SLICK_SINKER_BARS,False,strategize next-generation users,D,883,55.51,51.27,55.51,Miller LLC,9929.6,1.5
GB95BAUI38525206744504,159.29166666666666,Tubing,0.0,75.0,60.0,144.0,124.0,90.91738891601558,TAC_BELOW_NIP,2.117909,1.34129761437204,19.24,5.75,N,OTHER_ANCHOR,58.317783999999996,129.5146,143.906928,74.621302,28.650888000000002,103.272189,SINKER_BARS_W_GUIDED_SUBS,False,mesh enterprise portals,SpecialService,875,173.28,86.83,173.28,Miller LLC,9863.5,1.75
GB98KERA73867508124510,906.625,Tubing,0.0,80.0,60.0,144.0,146.03019366348,83.3923034667968,TAC_ABOVE_NIP,0.5,0.39,17.11,1.08,N,OTHER_ANCHOR,53.230793000000006,81.70338000000001,131.60515900000001,72.561715,27.044978999999998,99.606695,SINKER_BARS_W_GUIDED_SUBS,False,strategize next-generation users,K,884,34.5,27.89,34.5,Miller LLC,10051.8,1.75
GB73VPSN16507144453283,200.375,Sucker Rod Pump,0.0,80.0,65.0,168.02000427246,153.077251169133,85.0,TAC_BELOW_NIP,3.2,2.37,17.07,14.5,Y,OTHER_ANCHOR,85.071235,115.098272,196.828306,280.762963,101.628807,382.39177,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,884,609.65,609.65,609.65,Miller LLC,7760.0,2
GB16WQMD88387628562838,535.5208333333334,Tubing,0.0,75.0,0.0,144.0,122.413490901931,93.62307739257808,TAC_ABOVE_NIP,2.92,1.81,19.25,1.54,N,OTHER_ANCHOR,64.041872,100.009861,148.891744,145.72108799999998,52.22449,197.945578,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,901,135.59,119.48,135.59,UNKNOWN,10348.2,1.75
GB63SWXI15056541221775,152.4701388888889,Tubing,0.0,75.0,60.0,144.0,120.404321558335,88.57058715820308,PACKER_DONNAN,2.4980752,1.5803742762317903,20.1,8.9,N,arrowset,57.403355000000005,54.333562,77.67124100000001,62.60130699999999,41.830065000000005,104.431373,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,885,181.43,181.43,162.1,Miller LLC,10060.2,1.75
GB04PUYH30704831164871,495.7083333333333,Tubing,0.0,70.0,65.0,168.22000122070298,157.247891835697,94.8000030517578,PACKER_DONNAN,3.66,2.52,20.71,35.88,N,arrowset,45.796911,100.769543,54.651511,27.64899,23.69903,51.34802,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,905,367.28,360.72,122.42,Miller LLC,11969.3,1.25
GB20IBGS05174778176185,177.10416666666666,Tubing,0.0,80.0,65.0,144.039993286132,126.656626506024,96.0,TAC_BELOW_NIP,3.228653,0.137288019201971,17.13,3.55,N,slimline,67.652449,79.954145,77.405365,129.74756299999999,71.46842600000001,201.21598999999998,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,902,237.01,237.01,237.01,Miller LLC,10276.2,1.75
GB57JCPI99549880074421,840.375,Tubing,0.0,80.0,64.0,144.0,106.501049467706,85.4280014038086,TAC_ABOVE_NIP,0.85,0.76,17.18,2.06,N,OTHER_ANCHOR,61.859005,73.822447,105.459595,66.99889,24.866815,91.865705,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,875,52.61,52.61,52.61,Miller LLC,10088.4,1.75
GB04ZMTJ30994588513286,630.125,Tubing,16.0,75.0,60.0,169.429992675781,161.646796052094,77.2230758666992,TAC_BELOW_NIP,2.1777672999999997,1.7662125041501497,19.27,6.51,N,OTHER_ANCHOR,66.733502,142.154383,126.763696,86.02465,15.437123999999999,101.461773,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,883,138.2,138.2,138.2,UNKNOWN,9481.5,1.75
GB93BTSC69028029554286,970.4166666666666,Sucker Rod Pump,0.0,75.0,60.0,144.0,154.868001955364,98.5062484741211,TAC_ABOVE_NIP,0.69,1.39,19.25,5.38,N,OTHER_ANCHOR,46.424918,112.345991,273.795222,66.52905799999999,48.436873999999996,114.96593200000001,SLICK_SINKER_BARS,True,strategize next-generation users,D,900,541.47,541.47,121.88,Miller LLC,10090.8,1.5
GB20MTHN30969406618851,547.875,Rods,1.0,75.0,60.0,144.0,131.6484891356,98.0999984741211,TAC_ABOVE_NIP,2.66,2.66,20.37,5.74,N,OTHER_ANCHOR,72.021215,103.851536,85.1191,50.055578999999994,30.299801000000002,80.35538100000001,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,902,237.72,237.72,237.72,West-Washington,10319.8,1.5
GB34DKQI36570536132977,1847.4583333333333,Sucker Rod Pump,0.0,75.0,60.0,144.153736437781,121.163626491763,97.6480026245117,PACKER_DONNAN,1.7,0.82,20.73,3.16,N,arrowset,25.1265,66.586885,110.473098,47.484553999999996,23.738421,71.316887,SLICK_SINKER_BARS,False,strategize next-generation users,D,871,79.76,52.71,79.76,Sanchez PLC,10663.1,1.5
GB49GTYL91041507763389,786.1875,Tubing,0.0,80.0,60.0,144.0,158.012936909993,81.64545440673821,PACKER_DONNAN,2.84,2.84,19.21,10.1,N,arrowset,49.346792,68.057412,77.489937,92.914787,20.209273,113.12406000000001,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,884,296.65,296.65,296.65,UNKNOWN,10319.3,1.75
GB54BUHX53802439936243,565.625,Tubing,0.0,75.0,60.0,168.0,155.289166123119,87.5250015258789,TAC_ABOVE_NIP,2.13,1.43,20.0,1.8,N,OTHER_ANCHOR,22.245048999999998,109.276816,135.346206,45.18007,18.482517,63.662587,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,880,162.57,122.8,162.57,Miller LLC,10291.4,1.25
GB10JBRB25461458869786,293.07152777777776,Tubing,0.0,75.0,60.0,168.02000427246,144.32384270025,91.4653854370117,TAC_BELOW_NIP,0.0,0.0,19.26,0.0,N,OTHER_ANCHOR,43.400786,91.66196500000001,133.59345,67.776398,60.981366,128.75776399999998,SLICK_SINKER_BARS,False,incentivize vertical systems,SpecialService,872,196.11,196.11,196.11,Miller LLC,9468.3,1.75
GB21PIMG22021949243417,61.28125,Tubing,0.0,75.0,61.0,144.039993286132,128.686223602294,81.7200012207031,TAC_BELOW_NIP,4.94153,4.94153024987819,0.0,5.78,Y,OTHER_ANCHOR,55.914688,66.332308,76.132923,79.044776,20.955223999999998,100.0,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,875,400.6,400.6,400.6,UNKNOWN,9656.7,1.75
GB53FFTJ21219675223979,344.03125,Tubing,0.0,75.0,60.0,169.429992675781,119.15180513976001,59.9388885498046,TAC_BELOW_NIP,2.32,1.25,19.2,4.03,N,OTHER_ANCHOR,65.36880699999999,73.71934499999999,138.12954299999998,111.05681799999999,33.096591,144.153409,SUCKER_RODS_W_GUIDES,False,mesh enterprise portals,SpecialService,882,186.71,145.39,186.71,UNKNOWN,9718.1,2
GB91YEBP58869534916281,219.58333333333334,Tubing,0.5,75.0,60.0,144.0,139.828838414539,93.0,TAC_BELOW_NIP,3.7565706,1.83348927173372,17.2,2.39,N,OTHER_ANCHOR,69.53247900000001,119.07543899999999,90.287212,159.78051100000002,89.131617,248.91212799999997,SINKER_BARS_W_GUIDED_SUBS,False,strategize next-generation users,SpecialService,902,176.76,70.76,176.76,Miller LLC,10312.8,2
GB20WXGT87548138935745,220.5625,Tubing,0.0,70.0,60.0,169.399993896484,0.0,0.0,TAC_ABOVE_NIP,2.54,1.35,17.11,2.2,N,OTHER_ANCHOR,67.773227,75.48159799999999,102.36716899999999,99.638009,59.859729,159.497738,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,873,236.22,152.5,139.3,Miller LLC,9512.8,1.5
GB76LPNC25159687548185,288.0729166666667,Sucker Rod Pump,0.0,80.0,60.0,144.039993286132,121.899368991022,98.8000030517578,TAC_ABOVE_NIP,2.18,2.18,16.2,5.64,N,OTHER_ANCHOR,42.306905,111.463356,59.922415,42.493165000000005,19.847946,62.341111,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,902,260.91,260.91,260.91,UNKNOWN,10443.1,1.5
GB58BQJZ50297574323934,315.9375,Tubing,0.0,80.0,60.0,144.0,135.404717088556,93.9000015258789,PACKER_TAC_DONNAN,2.7434857000000004,0.512953212027871,19.22,4.68,N,OTHER_PACKER,62.032216000000005,88.788313,84.082823,52.959520999999995,46.588054,99.547575,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,886,285.18,245.55,285.18,Miller LLC,9640.4,1.75
GB33DHNW94628656873725,732.75,Tubing,0.0,75.0,60.0,146.5,117.715611575401,80.9851837158203,TAC_ABOVE_NIP,1.55,1.11,19.24,1.5,Y,OTHER_ANCHOR,52.78846899999999,74.477437,92.07624200000001,66.254453,12.239186,78.493639,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,882,107.83,106.71,107.83,UNKNOWN,10318.2,1.5
GB03ACPI91471911132488,421.6458333333333,Sucker Rod Pump,13.0,75.0,60.0,144.039993286132,155.495992549512,77.4000015258789,PACKER_DONNAN,2.71,3.59,20.72,5.69,Y,arrowset,63.30761700000001,85.347916,29.155186999999998,77.43458100000001,35.791605,113.22618600000001,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,886,276.88,276.88,156.78,Miller LLC,9620.9,1.75
GB07ZEQY22108226742686,943.1041666666666,Sucker Rod Pump,0.0,76.0,0.0,144.0,138.295952813521,68.0964279174804,TAC_BELOW_NIP,1.7413014,2.34405985571365,19.15,1.94,N,OTHER_ANCHOR,51.696782,72.161038,104.99812800000001,35.976126,8.101662,44.077788,SLICK_SINKER_BARS,True,strategize next-generation users,D,883,153.43,153.43,105.29,Miller LLC,9847.1,1.5
GB50HHTF66401710281080,358.8541666666667,Sucker Rod Pump,0.0,75.0,60.0,144.039993286132,110.60902636691799,95.61304473876949,TAC_BELOW_NIP,0.97292626,0.762787862241621,17.15,1.93,N,OTHER_ANCHOR,57.215902,72.92469100000001,119.483325,40.427634999999995,15.954884,56.382518999999995,SUCKER_RODS_W_GUIDES,False,strategize next-generation users,SpecialService,905,45.95,45.95,45.95,Miller LLC,10511.4,1.5
GB82FBTS76995148970366,370.6666666666667,Tubing,0.0,75.0,60.0,144.0,144.979546440972,82.7529373168945,TAC_ABOVE_NIP,8.32,8.32,19.26,1.9,N,OTHER_ANCHOR,47.477969,75.765273,58.810584,70.378238,34.119171,104.49740899999999,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,882,125.49,125.49,125.49,UNKNOWN,10213.5,1.75
GB92FDNN78871500671153,74.625,Sucker Rod Pump,0.0,75.0,0.0,144.0,115.18525613320801,82.5,PACKER_DONNAN,1.61,1.61,20.35,3.1,Y,OTHER_PACKER,41.891818,36.838052000000005,78.594026,29.051948,5.285714,34.337662,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,880,140.59,81.53,85.3,Sanchez PLC,10511.4,1.25
GB96LXEU73222250511876,503.875,Tubing,110.0,75.0,65.0,144.199996948242,136.872727218263,96.8782577514648,TAC_BELOW_NIP,3.59,3.59,17.12,2.7,N,OTHER_ANCHOR,57.220588,83.534915,234.203996,97.97621099999999,20.419335,118.395545,SLICK_SINKER_BARS,True,strategize next-generation users,SpecialService,882,107.32,107.32,107.32,Miller LLC,10001.9,1.5
GB03NDGR06183335981454,760.4166666666666,Sucker Rod Pump,0.0,75.0,60.0,144.0,111.702241196139,84.22174072265621,TAC_ABOVE_NIP,1.81,1.76,19.24,5.82,N,OTHER_ANCHOR,63.049018000000004,72.56109599999999,71.861373,52.54444399999999,33.592593,86.137037,SLICK_SINKER_BARS,False,strategize next-generation users,D,882,145.77,121.13,145.77,Miller LLC,10212.6,1.5
GB65VMCY03805074462904,221.33333333333334,Tubing,0.0,75.0,60.0,169.399993896484,141.727186386401,77.3692321777343,TAC_BELOW_NIP,1.7413151000000002,1.74131511235021,0.0,4.27,N,OTHER_ANCHOR,60.874279,84.697885,138.139515,134.812227,94.323144,229.135371,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,901,287.01,166.92,166.92,Bender-King,10199.0,1.75
